Peak id	Log FC	P-value	Adjusted P-value	Log Odds
2630	0.02	0.9294	0.9671	-7.4346
2631	-0.35	0.3372	0.604	-6.8879
2632	0.39	0.3436	0.6079	-6.9024
2633	0.5	0.0593	0.2288	-5.3164
2634	0.3	0.2771	0.5538	-6.7324
2635	0.39	0.2392	0.5172	-6.6104
2636	0.09	0.7723	0.8842	-7.3891
2637	-0.02	0.9209	0.9631	-7.4334
2638	0.29	0.4562	0.6919	-7.0216
2639	-0.15	0.6863	0.8418	-7.3416
2640	0.05	0.6778	0.8358	-7.3359
2641	-0.05	0.7708	0.8835	-7.3884
2642	0.21	0.5985	0.7896	-7.2732
2643	0.62	0.0359	0.1694	-4.8152
2644	1.06	0.0092	0.0659	-3.4058
2645	1.32	0.0027	0.0322	-2.0852
2646	0.98	0.0044	0.0423	-2.6286
2647	0.65	0.0418	0.1841	-4.9682
2648	1.13	0.0015	0.0236	-1.4762
2649	0.01	0.9876	0.9943	-7.4391
2650	0.82	0.3333	0.6016	-6.8791
2651	-0.21	0.4913	0.7202	-7.1556
2652	-0.12	0.1884	0.4601	-6.4046
2653	0.86	0.0175	0.1051	-4.0759
2654	0.42	0.0066	0.0535	-3.0586
2655	0	0.9882	0.9943	-7.4392
2656	-0.58	0.3042	0.5765	-6.8075
2657	0.15	0.3414	0.6064	-6.8975
2658	-0.02	0.9433	0.9731	-7.4363
2659	1.25	0.0001	0.0046	1.0574
2660	0.02	0.9688	0.9848	-7.4384
2661	-0.06	0.8213	0.9089	-7.4087
2662	-0.63	0.0351	0.1667	-4.7917
2663	-0.21	0.5525	0.7585	-7.2279
2664	-0.54	0.0752	0.2623	-5.5494
2665	-0.11	0.2697	0.5457	-6.7103
2666	0.89	0.0439	0.1893	-5.0169
2667	0.22	0.0476	0.2013	-5.097
2668	0.14	0.4702	0.7047	-7.1271
2669	0.19	0.0615	0.2337	-5.3528
2670	1.01	0.0038	0.0388	-2.4602
2671	-0.08	0.8678	0.938	-7.4227
2672	-0.7	0.1055	0.3253	-5.8734
2673	0.19	0.3881	0.6406	-6.9934
2674	1.46	0.0079	0.0602	-3.2503
2675	1.38	0.0001	0.0026	2.0792
2676	0.61	0.0117	0.0782	-3.6546
2677	1.29	0.0002	0.0058	0.7266
2678	1.55	0.0001	0.0026	2.1091
2679	-0.25	0.2813	0.5577	-6.7447
2680	-0.6	0.0336	0.1635	-4.7472
2681	-0.09	0.4	0.6503	-7.0152
2682	-0.04	0.7963	0.897	-7.3993
2683	-0.25	0.0953	0.3035	-5.777
2684	0.07	0.7137	0.8532	-7.3587
2685	-0.02	0.8455	0.9246	-7.4165
2686	0.04	0.8613	0.9341	-7.421
2687	0.72	0.025	0.1362	-4.4453
2688	0.45	0.1127	0.3411	-5.9359
2689	-0.05	0.6387	0.8141	-7.3072
2690	0.22	0.4291	0.6748	-7.0649
2691	0.22	0.4176	0.6654	-7.0459
2692	0.28	0.349	0.611	-6.9144
2693	0.27	0.3113	0.5817	-6.8257
2694	0.54	0.1571	0.4154	-6.2422
2695	-0.66	0.0406	0.182	-4.9374
2696	-0.13	0.3255	0.5978	-6.8607
2697	-0.4	0.1514	0.4067	-6.2088
2698	0.05	0.7263	0.8603	-7.3659
2699	0.14	0.3302	0.6008	-6.8719
2700	0	0.987	0.9943	-7.4391
2701	-1.29	0.0002	0.0068	0.4905
2702	0.26	0.1507	0.4056	-6.2046
2703	0.28	0.1648	0.4254	-6.2853
2704	0.41	0.1675	0.4301	-6.2999
2705	0.3	0.205	0.4794	-6.4783
2706	0.31	0.2051	0.4794	-6.4788
2707	0.45	0.1926	0.4646	-6.4238
2708	0.42	0.1233	0.3617	-6.0202
2709	-0.09	0.8442	0.9245	-7.4162
2710	0.37	0.4666	0.7023	-7.122
2711	0.31	0.3025	0.5765	-6.8031
2712	0.64	0.0063	0.0519	-3.0059
2713	0.16	0.2197	0.4975	-6.5381
2714	-0.1	0.5963	0.7884	-7.2712
2715	0.54	0.0389	0.1774	-4.8947
2716	0.14	0.3515	0.6122	-6.9196
2717	-0.1	0.6892	0.8441	-7.3434
2718	-0.15	0.4855	0.7173	-7.148
2719	0.01	0.9434	0.9731	-7.4363
2720	-0.15	0.5527	0.7585	-7.2281
2721	-2.96	0.0001	0.0026	2.0886
2722	-2.29	0.0015	0.0236	-1.4635
2723	-0.6	0.0015	0.0236	-1.4724
2724	0.54	0.147	0.4023	-6.1822
2725	-0.09	0.4758	0.711	-7.1348
2726	-0.13	0.4443	0.6851	-7.089
2727	-1.04	0.013	0.084	-3.7667
2728	-1.52	0.0044	0.0422	-2.6173
2729	0.57	0.2607	0.5385	-6.6823
2730	0.08	0.4042	0.6543	-7.0227
2731	-0.17	0.2319	0.5108	-6.5841
2732	-0.26	0.1164	0.3476	-5.9663
2733	0.03	0.8419	0.9233	-7.4154
2734	-0.07	0.3907	0.6428	-6.9982
2735	-0.18	0.8183	0.9071	-7.4077
2736	0.06	0.7044	0.8487	-7.353
2737	1.39	0.0001	0.0028	1.8903
2738	-0.11	0.7691	0.8835	-7.3877
2739	-0.95	0	0.0014	3.1099
2740	-1.1	0.0191	0.1125	-4.1698
2741	-0.28	0.0818	0.276	-5.6298
2742	0.12	0.3285	0.5988	-6.8678
2743	0.13	0.331	0.6013	-6.8738
2744	-0.84	0.103	0.32	-5.851
2745	-0.01	0.9368	0.9694	-7.4355
2746	0.73	0.0612	0.233	-5.3478
2747	0.4	0.2338	0.5127	-6.5913
2748	0.09	0.4115	0.6609	-7.0356
2749	0.04	0.6553	0.8226	-7.3199
2750	-0.18	0.1319	0.3772	-6.0822
2751	0.27	0.0999	0.3141	-5.822
2752	0.24	0.1721	0.4369	-6.3245
2753	0.21	0.2907	0.5655	-6.7711
2754	-0.67	0.0311	0.1561	-4.6698
2755	0.36	0.0922	0.2967	-5.7453
2756	0.12	0.6979	0.8476	-7.349
2757	-0.29	0.3628	0.6239	-6.9435
2758	0	0.9945	0.9966	-7.4393
2759	-0.02	0.8651	0.9362	-7.422
2760	0.24	0.4335	0.678	-7.0719
2761	1.28	0.0002	0.0068	0.4898
2762	-0.11	0.7721	0.8842	-7.389
2763	0.4	0.2082	0.4812	-6.4921
2764	0.18	0.6163	0.8024	-7.2889
2765	0.13	0.7821	0.8905	-7.3935
2766	0.05	0.8403	0.9225	-7.415
2767	-0.28	0.3566	0.6177	-6.9305
2768	0.75	0.0932	0.2989	-5.756
2769	0.05	0.5731	0.7747	-7.2491
2770	-0.17	0.8004	0.8995	-7.401
2771	0.18	0.1327	0.3784	-6.088
2772	0.07	0.7273	0.8603	-7.3664
2773	0.04	0.8108	0.9023	-7.405
2774	0.04	0.7493	0.8728	-7.3781
2775	-0.04	0.9173	0.9621	-7.4328
2776	-0.05	0.6281	0.8096	-7.2987
2777	-0.9	0.0609	0.2323	-5.342
2778	-0.76	0.1031	0.32	-5.7361
2779	0.62	0.0879	0.2886	-5.7001
2780	0.21	0.2841	0.559	-6.7527
2781	-0.32	0.0901	0.2924	-5.7236
2782	0.09	0.6934	0.8469	-7.3462
2783	0.08	0.4454	0.6854	-7.0906
2784	0.08	0.6301	0.8112	-7.3003
2785	0.21	0.5392	0.7517	-7.2135
2786	0.27	0.3321	0.6014	-6.8762
2787	-1.49	0.0061	0.0514	-2.9745
2788	-0.19	0.0819	0.276	-5.6312
2789	0.26	0.3955	0.6453	-7.0071
2790	0.91	0.0018	0.0257	-1.6781
2791	0.13	0.6322	0.8116	-7.3021
2792	0.22	0.4102	0.66	-7.0333
2793	0.17	0.47	0.7047	-7.1268
2794	0.2	0.2418	0.5203	-6.6196
2795	-0.06	0.6685	0.8322	-7.3295
2796	0.37	0.0635	0.2382	-5.3836
2797	0.46	0.1132	0.3422	-5.94
2798	-1.01	0.0396	0.1796	-4.9141
2799	-0.45	0.0777	0.2671	-5.5811
2800	-0.11	0.5431	0.7525	-7.2178
2801	0.24	0.5293	0.7453	-7.2022
2802	-0.01	0.935	0.9693	-7.4353
2803	-0.01	0.935	0.9693	-7.4353
2804	1.71	0.0013	0.0218	-1.334
2805	0.16	0.3692	0.6274	-6.9567
2806	0.39	0.0878	0.2886	-5.6989
2807	0.88	0.0096	0.0678	-3.452
2808	-0.1	0.7663	0.8824	-7.3864
2809	-0.02	0.888	0.9477	-7.4274
2810	-0.1	0.4888	0.7194	-7.1523
2811	-0.04	0.79	0.8951	-7.3968
2812	0.14	0.6583	0.8259	-7.3221
2813	0.32	0.0497	0.2072	-5.1415
2814	0.23	0.0883	0.2888	-5.7038
2815	0.13	0.6784	0.8358	-7.3363
2816	0.16	0.6158	0.802	-7.2885
2817	0.11	0.2318	0.5108	-6.5838
2818	0.33	0.1293	0.3724	-6.0644
2819	-0.11	0.3388	0.605	-6.8917
2820	-0.12	0.3252	0.5978	-6.86
2821	-0.07	0.4852	0.7173	-7.1475
2822	-0.11	0.3388	0.605	-6.8917
2823	-0.08	0.4077	0.658	-7.0289
2824	1.42	0.0049	0.0448	-2.7288
2825	0.48	0.0051	0.0455	-2.7698
2826	-0.28	0.0313	0.1561	-4.6743
2827	-0.48	0.0027	0.0324	-2.1034
2828	0.87	0	0.0018	2.8093
2829	0.94	0	0.0011	3.5423
2830	0.07	0.5088	0.7321	-7.1779
2831	0.24	0.0572	0.2244	-5.2797
2832	0.35	0.0945	0.3021	-5.7686
2833	-0.21	0.102	0.318	-5.8421
2834	-2.58	0.0016	0.0245	-1.5564
2835	0.05	0.7911	0.8954	-7.3972
2836	-0.03	0.8521	0.9289	-7.4185
2837	0.59	0.053	0.2129	-5.2041
2838	0.24	0.203	0.4773	-6.4699
2839	0.49	0.1219	0.3588	-6.0091
2840	-0.76	0.0153	0.0967	-3.9386
2841	0.16	0.5976	0.7891	-7.2724
2842	-0.13	0.6067	0.7945	-7.2806
2843	-0.89	0.0065	0.053	-3.0415
2844	-0.37	0.1149	0.3447	-5.954
2845	0.21	0.5411	0.7517	-7.2156
2846	-0.5	0.0154	0.0971	-3.9476
2847	-0.04	0.8168	0.9065	-7.4071
2848	0.28	0.2001	0.4752	-6.4575
2849	0.46	0.2024	0.4773	-6.4675
2850	-0.46	0.0906	0.2934	-5.729
2851	-0.1	0.729	0.8613	-7.3674
2852	0.34	0.1632	0.4236	-6.2766
2853	0.63	0.0151	0.0956	-3.9224
2854	0.01	0.9258	0.9663	-7.4341
2855	-1.04	0.0302	0.153	-4.6375
2856	-0.38	0.2464	0.5252	-6.6353
2857	-0.92	0.0881	0.2888	-5.7019
2858	0.36	0.0896	0.2916	-5.7179
2859	-2.26	0.0013	0.0213	-1.2993
2860	-2.17	0.0009	0.018	-0.97
2861	-2.1	0.0007	0.0146	-0.3806
2862	-0.7	0.0001	0.0033	1.5849
2863	0.03	0.8367	0.9194	-7.4138
2864	-0.23	0.4844	0.717	-7.1465
2865	0.39	0.2244	0.5025	-6.5563
2866	0.5	0.1557	0.4132	-6.2344
2867	-0.05	0.5842	0.7801	-7.2599
2868	0.2	0.2749	0.5509	-6.7258
2869	0.48	0.0536	0.2145	-5.217
2870	-0.46	0.0282	0.147	-4.5703
2871	0.17	0.269	0.5446	-6.7082
2872	-0.27	0.3088	0.5807	-6.8195
2873	-0.65	0.0461	0.1969	-5.0657
2874	0.02	0.8235	0.9107	-7.4095
2875	0.35	0.0535	0.2145	-5.2148
2876	0.06	0.5365	0.75	-7.2104
2877	0.1	0.4639	0.6999	-7.1181
2878	0.02	0.7974	0.8979	-7.3998
2879	0.42	0.0223	0.1244	-4.3283
2880	-0.13	0.6668	0.8312	-7.3282
2881	-0.18	0.1252	0.3638	-6.0342
2882	0.24	0.1334	0.3796	-6.0931
2883	0.04	0.7866	0.8927	-7.3954
2884	-0.95	0.0667	0.2454	-5.4317
2885	0	0.9816	0.992	-7.439
2886	-0.05	0.7781	0.888	-7.3917
2887	-0.5	0.036	0.1695	-4.8172
2888	-0.04	0.6943	0.8476	-7.3468
2889	-0.01	0.9382	0.9706	-7.4357
2890	0.1	0.3883	0.6406	-6.9937
2891	-0.08	0.6959	0.8476	-7.3477
2892	-0.01	0.9275	0.9663	-7.4343
2893	-0.13	0.1772	0.4446	-6.3506
2894	-0.04	0.739	0.8667	-7.3728
2895	0.69	0.0194	0.1133	-4.1836
2896	-1.33	0.0053	0.0471	-2.6491
2897	-1.43	0.0009	0.0173	-0.907
2898	0.59	0.0069	0.0547	-3.0943
2899	0.29	0.1504	0.4056	-6.203
2900	-0.07	0.6521	0.8201	-7.3175
2901	0.32	0.0682	0.2477	-5.4538
2902	-0.33	0.2434	0.5213	-6.6253
2903	0.14	0.6214	0.8043	-7.2932
2904	0.05	0.8963	0.9496	-7.4291
2905	0.22	0.61	0.7975	-7.2835
2906	0.42	0.1512	0.4065	-6.2074
2907	0.29	0.4429	0.6851	-7.0868
2908	0.19	0.6335	0.812	-7.3031
2909	-0.03	0.8092	0.9023	-7.4043
2910	0.5	0.1145	0.3442	-5.9509
2911	-1.03	0.0039	0.039	-2.4806
2912	0.32	0.3977	0.6476	-7.0112
2913	0.33	0.0368	0.171	-4.8394
2914	0.19	0.5207	0.7405	-7.1923
2915	-0.24	0.497	0.724	-7.1631
2916	0.44	0.2966	0.571	-6.7873
2917	0.05	0.8993	0.9513	-7.4297
2918	-0.07	0.6192	0.8041	-7.2914
2919	0.01	0.9478	0.9753	-7.4367
2920	-0.06	0.753	0.8739	-7.3799
2921	0.15	0.6719	0.8325	-7.3318
2922	-0.11	0.2632	0.54	-6.6902
2923	0.26	0.1238	0.3621	-6.0234
2924	-0.34	0.2078	0.4808	-6.4903
2925	-2.85	0.0001	0.0027	1.9622
2926	-0.11	0.4254	0.671	-7.0588
2927	0.59	0.0004	0.0102	-0.0747
2928	1.33	0.0028	0.0333	-2.1519
2929	0.23	0.4957	0.7231	-7.1613
2930	-0.48	0.206	0.4804	-6.4827
2931	-0.62	0.0637	0.2382	-5.3871
2932	0.23	0.3319	0.6014	-6.8758
2933	-0.69	0.3187	0.5908	-6.8441
2934	0.48	0.1638	0.4242	-6.28
2935	-0.22	0.5925	0.7852	-7.2678
2936	0.34	0.1115	0.3381	-5.9258
2937	0.31	0.2475	0.5264	-6.639
2938	-0.02	0.9363	0.9694	-7.4355
2939	0.54	0.0434	0.1884	-5.0058
2940	0.83	0.014	0.0895	-3.8474
2941	0.92	0.009	0.065	-3.3771
2942	0.08	0.7911	0.8954	-7.3972
2943	-0.31	0.1238	0.3621	-6.0236
2944	-0.19	0.6782	0.8358	-7.3362
2945	0.8	0.0046	0.0432	-2.6585
2946	-0.31	0.1607	0.4201	-6.263
2947	-0.14	0.5324	0.7469	-7.2058
2948	0.21	0.0915	0.2955	-5.7377
2949	0.07	0.5328	0.7471	-7.2062
2950	-0.42	0.1049	0.3244	-5.8685
2951	0.52	0.0267	0.1416	-4.5129
2952	-0.07	0.6551	0.8226	-7.3197
2953	0.39	0.0376	0.1736	-4.8617
2954	-0.2	0.6024	0.7909	-7.2768
2955	-0.47	0.2582	0.5355	-6.6744
2956	-0.57	0.0295	0.1504	-4.6136
2957	0.46	0.1484	0.4043	-6.1909
2958	0.24	0.3989	0.6488	-7.0133
2959	-0.03	0.8869	0.9469	-7.4272
2960	-0.97	0.004	0.0396	-2.5333
2961	-0.59	0.0243	0.1338	-4.4181
2962	-0.07	0.6134	0.7999	-7.2864
2963	0	0.9787	0.9903	-7.4389
2964	0.18	0.215	0.491	-6.5198
2965	-0.36	0.08	0.2722	-5.6089
2966	-0.46	0.0734	0.2586	-5.5248
2967	-0.05	0.8688	0.938	-7.4229
2968	0.61	0.0055	0.0476	-2.856
2969	-1.41	0.0039	0.039	-2.4859
2970	-0.75	0.2525	0.5278	-6.656
2971	0.16	0.219	0.4967	-6.5353
2972	0.13	0.6022	0.7908	-7.2765
2973	0.15	0.3387	0.605	-6.8913
2974	0.14	0.1388	0.3889	-6.1293
2975	-0.19	0.7706	0.8835	-7.3884
2976	-0.04	0.9253	0.9663	-7.434
2977	-0.11	0.5649	0.7703	-7.2409
2978	-0.58	0.174	0.4407	-6.334
2979	0.02	0.9387	0.9708	-7.4357
2980	0.65	0.0661	0.2447	-5.4225
2981	-0.36	0.2257	0.5043	-6.5612
2982	0.1	0.4321	0.6772	-7.0697
2983	-0.83	0.0046	0.0435	-2.6714
2984	0	0.9884	0.9943	-7.4392
2985	1.19	0.0029	0.0341	-2.1895
2986	0.08	0.5798	0.7783	-7.2556
2987	0.13	0.2507	0.5277	-6.65
2988	-2.09	0.0001	0.0033	1.6153
2989	-2.02	0.0005	0.0123	-0.3216
2990	-0.29	0.1306	0.3747	-6.0735
2991	-0.56	0.0554	0.219	-5.2495
2992	-1.71	0.0003	0.0077	0.3409
2993	-0.02	0.8958	0.9496	-7.429
2994	0.12	0.3048	0.5772	-6.809
2995	0.09	0.4979	0.724	-7.1642
2996	-0.23	0.4779	0.712	-7.1376
2997	-0.21	0.5137	0.7356	-7.1838
2998	-0.03	0.9336	0.9687	-7.4351
2999	-0.09	0.6971	0.8476	-7.3485
3000	0.04	0.8904	0.948	-7.4279
3001	-0.09	0.6726	0.8325	-7.3323
3002	0.28	0.3477	0.6097	-6.9114
3003	0.53	0.0256	0.1385	-4.4711
3004	0.25	0.5902	0.7837	-7.2656
3005	0.56	0.0898	0.2916	-5.7196
3006	0.11	0.8168	0.9065	-7.4071
3007	0.03	0.8596	0.9329	-7.4205
3008	0.03	0.7647	0.882	-7.3856
3009	-0.3	0.4552	0.6919	-7.1053
3010	-1.32	0.0034	0.037	-2.3547
3011	0.05	0.7169	0.8554	-7.3605
3012	0.15	0.5223	0.7408	-7.1941
3013	0.13	0.5669	0.7716	-7.2429
3014	-0.01	0.9394	0.9712	-7.4358
3015	-0.09	0.471	0.7055	-7.1281
3016	-0.27	0.0876	0.2884	-5.6963
3017	0.14	0.2358	0.5141	-6.5984
3018	0.12	0.7189	0.8569	-7.3617
3019	-0.74	0.0882	0.2888	-5.7028
3020	-1.5	0.008	0.0606	-3.2597
3021	0.24	0.3049	0.5772	-6.8094
3022	-0.45	0.0399	0.1804	-4.9217
3023	-0.15	0.4358	0.681	-7.0756
3024	-0.03	0.8572	0.9319	-7.4199
3025	0.03	0.775	0.8861	-7.3904
3026	0.01	0.8905	0.948	-7.4279
3027	0.08	0.8012	0.8996	-7.4013
3028	-1.01	0.0136	0.087	-3.8124
3029	-0.01	0.9363	0.9694	-7.4355
3030	-0.34	0.1982	0.472	-6.4489
3031	0.06	0.5861	0.7808	-7.2617
3032	0.71	0.0039	0.0391	-2.4946
3033	0.31	0.2281	0.5071	-6.5701
3034	-1.08	0.0393	0.1788	-4.7692
3035	-0.69	0.1553	0.4132	-6.1253
3036	-1.77	0.0063	0.0519	-2.1705
3037	0.24	0.1657	0.4266	-6.2902
3038	0.02	0.9046	0.954	-7.4307
3039	-0.3	0.3205	0.593	-6.8485
3040	-0.13	0.6951	0.8476	-7.3472
3041	0.21	0.4601	0.6951	-7.1125
3042	0.01	0.9734	0.9869	-7.4386
3043	-0.2	0.2371	0.5154	-6.6029
3044	-0.03	0.9273	0.9663	-7.4343
3045	0.17	0.5278	0.7444	-7.2005
3046	0.16	0.5703	0.7731	-7.2463
3047	0.44	0.1337	0.3799	-6.0953
3048	-0.22	0.3597	0.621	-6.9371
3049	0.52	0.0849	0.2827	-5.6659
3050	0.25	0.0991	0.3125	-5.8147
3051	0.19	0.0727	0.2575	-5.5162
3052	-0.52	0.0276	0.1445	-4.5456
3053	0.8	0.0208	0.118	-4.2573
3054	0.22	0.4885	0.7194	-7.152
3055	-2.07	0.0001	0.0033	2.0941
3056	-0.1	0.5298	0.7453	-7.2029
3057	0.49	0.2384	0.5166	-6.6077
3058	-0.31	0.058	0.2262	-5.2949
3059	0.35	0.0665	0.2454	-5.4291
3060	0.88	0.0111	0.0757	-3.5996
3061	0.15	0.3955	0.6453	-7.007
3062	0.26	0.376	0.6319	-6.9702
3063	-0.17	0.662	0.8273	-7.3248
3064	1.42	0.0042	0.0412	-2.5817
3065	0.69	0.0018	0.0257	-1.6479
3066	-0.13	0.7128	0.8528	-7.3581
3067	0.1	0.644	0.8162	-7.3114
3068	0.15	0.2407	0.5197	-6.6157
3069	-0.4	0.3564	0.6177	-6.9302
3070	0.43	0.2518	0.5278	-6.6534
3071	-0.01	0.9748	0.9877	-7.4387
3072	0.09	0.4994	0.7249	-7.1662
3073	0.09	0.5292	0.7453	-7.2022
3074	0.13	0.4438	0.6851	-7.0882
3075	-0.27	0.0152	0.0963	-3.9326
3076	0.14	0.2355	0.5139	-6.5975
3077	0.67	0.0197	0.1137	-4.1988
3078	-0.1	0.3032	0.5765	-6.8048
3079	0.68	0.0778	0.2671	-5.5821
3080	-2.11	0	0	9.6987
3081	-0.09	0.8249	0.9113	-7.41
3082	0.05	0.8431	0.9239	-7.4158
3083	-2.73	0	0.0019	2.8732
3084	0.31	0.1813	0.4507	-6.3708
3085	-0.25	0.2958	0.5704	-6.7851
3086	-0.01	0.9704	0.9854	-7.4385
3087	0.09	0.7648	0.882	-7.3857
3088	-0.07	0.8704	0.9389	-7.4233
3089	0.27	0.18	0.4486	-6.3641
3090	-0.31	0.4335	0.678	-7.0719
3091	0.14	0.2012	0.4768	-6.4621
3092	0.66	0.0088	0.064	-3.3549
3093	0.15	0.22	0.4975	-6.5393
3094	0.04	0.88	0.9436	-7.4256
3095	0.24	0.4478	0.6867	-7.0943
3096	0.55	0.0688	0.249	-5.4626
3097	1.27	0.0037	0.0383	-2.4317
3098	-1.01	0.0415	0.1835	-4.9605
3099	0.13	0.2891	0.5632	-6.7669
3100	-0.4	0.0323	0.1601	-4.7081
3101	0.07	0.5013	0.7263	-7.1685
3102	0.13	0.1721	0.4369	-6.3243
3103	0.04	0.7682	0.8833	-7.3872
3104	-0.16	0.3959	0.6453	-7.0078
3105	0.07	0.521	0.7405	-7.1926
3106	0.11	0.5719	0.7737	-7.2479
3107	1.14	0.0001	0.0043	1.1575
3108	0.24	0.1626	0.423	-6.2736
3109	-1.28	0.0015	0.0236	-1.2714
3110	-1.4	0.003	0.0341	-2.0078
3111	-0.09	0.4939	0.7214	-7.159
3112	-1.23	0.0029	0.0338	-1.9792
3113	-0.13	0.4416	0.685	-7.0848
3114	-0.08	0.6449	0.8162	-7.312
3115	-0.29	0.2654	0.5407	-6.6972
3116	-0.04	0.8952	0.9496	-7.4289
3117	0.15	0.1413	0.3924	-6.1457
3118	0.02	0.9304	0.9676	-7.4347
3119	0.01	0.9698	0.9852	-7.4384
3120	0.25	0.2144	0.4907	-6.5173
3121	0.35	0.0762	0.2645	-5.5618
3122	-0.34	0.2929	0.5671	-6.7772
3123	-0.36	0.1936	0.4653	-6.4287
3124	-0.48	0.1801	0.4486	-6.3646
3125	-0.01	0.9853	0.9939	-7.4391
3126	0.91	0.0051	0.0457	-2.7794
3127	0.69	0.0503	0.2085	-5.1524
3128	-0.12	0.4808	0.7143	-7.1416
3129	-0.07	0.8535	0.9301	-7.4189
3130	0	0.9876	0.9943	-7.4391
3131	0.05	0.852	0.9289	-7.4184
3132	-0.05	0.8667	0.9377	-7.4224
3133	0.35	0.2996	0.5747	-6.7954
3134	0.31	0.1505	0.4056	-6.2036
3135	-0.42	0.0209	0.118	-4.2597
3136	-0.01	0.9624	0.9827	-7.438
3137	0.37	0.3189	0.5908	-6.8447
3138	0.35	0.2383	0.5166	-6.6074
3139	-0.64	0.3097	0.5817	-6.8217
3140	0.37	0.3501	0.6115	-6.9166
3141	-0.37	0.1247	0.3629	-6.0307
3142	0.08	0.755	0.875	-7.381
3143	-0.69	0.1556	0.4132	-6.2339
3144	-0.09	0.5597	0.7654	-7.2355
